;;;=COUNTIF(D3:D999;"*digital*")

Time;Faculty;Time Spend;Tools used;satisfaction;feedback;
17:6 19/11/2019;None;3:30;Digital Transfer Printer,Woodworking Hand Tools,Woodworking Machines;100;NULL;
